swap_index,sol_in_SOL,price_per_token_SOL,retain_multiplier,total_sol_raised,total_tokens_minted,tokens_out_estimate,tokens_out_actual
10479,0.006200,2.8018373965e-7,0.7987659181,64.969800,734062216000000000,22129000000000,22129000000000
10480,0.006200,2.8022032383e-7,0.7988282067,64.976000,734084343000000000,22127000000000,22127000000000
10481,0.006200,2.8025691039e-7,0.7988904952,64.982200,734106467000000000,22124000000000,22124000000000
10482,0.006200,2.8029349934e-7,0.7989527837,64.988400,734128588000000000,22121000000000,22121000000000
10483,0.006200,2.8033009068e-7,0.7990150722,64.994600,734150707000000000,22119000000000,22119000000000
10484,0.006200,2.8036668441e-7,0.7990773607,65.000800,734172822000000000,22115000000000,22115000000000
10485,0.006200,2.8040328053e-7,0.7991396492,65.007000,734194934000000000,22112000000000,22112000000000
10486,0.006200,2.8043987903e-7,0.7992019377,65.013200,734217044000000000,22110000000000,22110000000000
10487,0.006200,2.8047647993e-7,0.7992642262,65.019400,734239151000000000,22107000000000,22107000000000
10488,0.006200,2.8051308321e-7,0.7993265147,65.025600,734261254000000000,22103000000000,22103000000000
10489,0.006200,2.8054968888e-7,0.7993888032,65.031800,734283355000000000,22101000000000,22101000000000
10490,0.006200,2.8058629693e-7,0.7994510918,65.038000,734305453000000000,22098000000000,22098000000000
10491,0.006200,2.8062290738e-7,0.7995133803,65.044200,734327549000000000,22096000000000,22096000000000
10492,0.006200,2.8065952021e-7,0.7995756688,65.050400,734349641000000000,22092000000000,22092000000000
10493,0.006200,2.8069613544e-7,0.7996379573,65.056600,734371730000000000,22089000000000,22089000000000
10494,0.006200,2.8073275305e-7,0.7997002458,65.062800,734393817000000000,22087000000000,22087000000000
10495,0.006200,2.8076937305e-7,0.7997625343,65.069000,734415900000000000,22083000000000,22083000000000
10496,0.006200,2.8080599543e-7,0.7998248228,65.075200,734437981000000000,22081000000000,22081000000000
10497,0.006200,2.8084262021e-7,0.7998871113,65.081400,734460059000000000,22078000000000,22078000000000
10498,0.006200,2.8087924737e-7,0.7999493998,65.087600,734482134000000000,22075000000000,22075000000000
10499,0.006200,2.8091587693e-7,0.8000116883,65.093800,734504206000000000,22072000000000,22072000000000
10500,0.006200,2.8095250887e-7,0.8000739769,65.100000,734526275000000000,22069000000000,22069000000000
10501,0.006200,2.8098914320e-7,0.8001362654,65.106200,734548342000000000,22067000000000,22067000000000
10502,0.006200,2.8102577991e-7,0.8001985539,65.112400,734570405000000000,22063000000000,22063000000000
10503,0.006200,2.8106241902e-7,0.8002608424,65.118600,734592466000000000,22061000000000,22061000000000
10504,0.006200,2.8109906051e-7,0.8003231309,65.124800,734614523000000000,22057000000000,22057000000000
10505,0.006200,2.8113570439e-7,0.8003854194,65.131000,734636578000000000,22055000000000,22055000000000
10506,0.006200,2.8117235066e-7,0.8004477079,65.137200,734658630000000000,22052000000000,22052000000000
10507,0.006200,2.8120899932e-7,0.8005099964,65.143400,734680679000000000,22049000000000,22049000000000
10508,0.006200,2.8124565037e-7,0.8005722849,65.149600,734702726000000000,22047000000000,22047000000000
10509,0.006200,2.8128230380e-7,0.8006345734,65.155800,734724769000000000,22043000000000,22043000000000
10510,0.006200,2.8131895963e-7,0.8006968619,65.162000,734746809000000000,22040000000000,22040000000000
10511,0.006200,2.8135561784e-7,0.8007591505,65.168200,734768847000000000,22038000000000,22038000000000
10512,0.006200,2.8139227844e-7,0.8008214390,65.174400,734790882000000000,22035000000000,22035000000000
10513,0.006200,2.8142894143e-7,0.8008837275,65.180600,734812914000000000,22032000000000,22032000000000
10514,0.006200,2.8146560680e-7,0.8009460160,65.186800,734834943000000000,22029000000000,22029000000000
10515,0.006200,2.8150227457e-7,0.8010083045,65.193000,734856969000000000,22026000000000,22026000000000
10516,0.006200,2.8153894472e-7,0.8010705930,65.199200,734878992000000000,22023000000000,22023000000000
10517,0.006200,2.8157561726e-7,0.8011328815,65.205400,734901012000000000,22020000000000,22020000000000
10518,0.006200,2.8161229219e-7,0.8011951700,65.211600,734923030000000000,22018000000000,22018000000000
10519,0.006200,2.8164896951e-7,0.8012574585,65.217800,734945044000000000,22014000000000,22014000000000
10520,0.006200,2.8168564922e-7,0.8013197470,65.224000,734967056000000000,22012000000000,22012000000000
10521,0.006200,2.8172233131e-7,0.8013820356,65.230200,734989065000000000,22009000000000,22009000000000
10522,0.006200,2.8175901579e-7,0.8014443241,65.236400,735011071000000000,22006000000000,22006000000000
10523,0.006200,2.8179570267e-7,0.8015066126,65.242600,735033074000000000,22003000000000,22003000000000
10524,0.006200,2.8183239192e-7,0.8015689011,65.248800,735055075000000000,22001000000000,22001000000000
10525,0.006200,2.8186908357e-7,0.8016311896,65.255000,735077072000000000,21997000000000,21997000000000
10526,0.006200,2.8190577761e-7,0.8016934781,65.261200,735099067000000000,21995000000000,21995000000000
10527,0.006200,2.8194247403e-7,0.8017557666,65.267400,735121059000000000,21992000000000,21992000000000
10528,0.006200,2.8197917284e-7,0.8018180551,65.273600,735143047000000000,21988000000000,21988000000000
10529,0.006200,2.8201587405e-7,0.8018803436,65.279800,735165033000000000,21986000000000,21986000000000
10530,0.006200,2.8205257763e-7,0.8019426321,65.286000,735187017000000000,21984000000000,21984000000000
10531,0.006200,2.8208928361e-7,0.8020049207,65.292200,735208997000000000,21980000000000,21980000000000
10532,0.006200,2.8212599198e-7,0.8020672092,65.298400,735230974000000000,21977000000000,21977000000000
10533,0.006200,2.8216270273e-7,0.8021294977,65.304600,735252949000000000,21975000000000,21975000000000
10534,0.006200,2.8219941587e-7,0.8021917862,65.310800,735274921000000000,21972000000000,21972000000000
10535,0.006200,2.8223613140e-7,0.8022540747,65.317000,735296889000000000,21968000000000,21968000000000
10536,0.006200,2.8227284932e-7,0.8023163632,65.323200,735318855000000000,21966000000000,21966000000000
10537,0.006200,2.8230956963e-7,0.8023786517,65.329400,735340819000000000,21964000000000,21964000000000
10538,0.006200,2.8234629232e-7,0.8024409402,65.335600,735362779000000000,21960000000000,21960000000000
10539,0.006200,2.8238301741e-7,0.8025032287,65.341800,735384736000000000,21957000000000,21957000000000
10540,0.006200,2.8241974488e-7,0.8025655172,65.348000,735406691000000000,21955000000000,21955000000000
10541,0.006200,2.8245647474e-7,0.8026278058,65.354200,735428642000000000,21951000000000,21951000000000
10542,0.006200,2.8249320699e-7,0.8026900943,65.360400,735450591000000000,21949000000000,21949000000000
10543,0.006200,2.8252994162e-7,0.8027523828,65.366600,735472537000000000,21946000000000,21946000000000
10544,0.006200,2.8256667865e-7,0.8028146713,65.372800,735494481000000000,21944000000000,21944000000000
10545,0.006200,2.8260341806e-7,0.8028769598,65.379000,735516421000000000,21940000000000,21940000000000
10546,0.006200,2.8264015986e-7,0.8029392483,65.385200,735538358000000000,21937000000000,21937000000000
10547,0.006200,2.8267690405e-7,0.8030015368,65.391400,735560293000000000,21935000000000,21935000000000
10548,0.006200,2.8271365063e-7,0.8030638253,65.397600,735582225000000000,21932000000000,21932000000000
10549,0.006200,2.8275039960e-7,0.8031261138,65.403800,735604153000000000,21928000000000,21928000000000
10550,0.006200,2.8278715095e-7,0.8031884023,65.410000,735626080000000000,21927000000000,21927000000000
10551,0.006200,2.8282390470e-7,0.8032506908,65.416200,735648003000000000,21923000000000,21923000000000
10552,0.006200,2.8286066083e-7,0.8033129794,65.422400,735669923000000000,21920000000000,21920000000000
10553,0.006200,2.8289741935e-7,0.8033752679,65.428600,735691841000000000,21918000000000,21918000000000
10554,0.006200,2.8293418025e-7,0.8034375564,65.434800,735713755000000000,21914000000000,21914000000000
10555,0.006200,2.8297094355e-7,0.8034998449,65.441000,735735667000000000,21912000000000,21912000000000
10556,0.006200,2.8300770923e-7,0.8035621334,65.447200,735757576000000000,21909000000000,21909000000000
10557,0.006200,2.8304447731e-7,0.8036244219,65.453400,735779482000000000,21906000000000,21906000000000
10558,0.006200,2.8308124777e-7,0.8036867104,65.459600,735801385000000000,21903000000000,21903000000000
10559,0.006200,2.8311802062e-7,0.8037489989,65.465800,735823286000000000,21901000000000,21901000000000
10560,0.006200,2.8315479585e-7,0.8038112874,65.472000,735845183000000000,21897000000000,21897000000000
10561,0.006200,2.8319157348e-7,0.8038735759,65.478200,735867078000000000,21895000000000,21895000000000
10562,0.006200,2.8322835349e-7,0.8039358645,65.484400,735888970000000000,21892000000000,21892000000000
10563,0.006200,2.8326513590e-7,0.8039981530,65.490600,735910859000000000,21889000000000,21889000000000
10564,0.006200,2.8330192069e-7,0.8040604415,65.496800,735932745000000000,21886000000000,21886000000000
10565,0.006200,2.8333870786e-7,0.8041227300,65.503000,735954629000000000,21884000000000,21884000000000
10566,0.006200,2.8337549743e-7,0.8041850185,65.509200,735976509000000000,21880000000000,21880000000000
10567,0.006200,2.8341228939e-7,0.8042473070,65.515400,735998387000000000,21878000000000,21878000000000
10568,0.006200,2.8344908373e-7,0.8043095955,65.521600,736020262000000000,21875000000000,21875000000000
10569,0.006200,2.8348588046e-7,0.8043718840,65.527800,736042134000000000,21872000000000,21872000000000
10570,0.006200,2.8352267958e-7,0.8044341725,65.534000,736064003000000000,21869000000000,21869000000000
10571,0.006200,2.8355948109e-7,0.8044964610,65.540200,736085869000000000,21866000000000,21866000000000
10572,0.006200,2.8359628499e-7,0.8045587496,65.546400,736107733000000000,21864000000000,21864000000000
10573,0.006200,2.8363309127e-7,0.8046210381,65.552600,736129593000000000,21860000000000,21860000000000
10574,0.006200,2.8366989995e-7,0.8046833266,65.558800,736151451000000000,21858000000000,21858000000000
10575,0.006200,2.8370671101e-7,0.8047456151,65.565000,736173306000000000,21855000000000,21855000000000
10576,0.006200,2.8374352446e-7,0.8048079036,65.571200,736195158000000000,21852000000000,21852000000000
10577,0.006200,2.8378034030e-7,0.8048701921,65.577400,736217007000000000,21849000000000,21849000000000
10578,0.006200,2.8381715852e-7,0.8049324806,65.583600,736238854000000000,21847000000000,21847000000000
10579,0.006200,2.8385397914e-7,0.8049947691,65.589800,736260697000000000,21843000000000,21843000000000
10580,0.006200,2.8389080214e-7,0.8050570576,65.596000,736282538000000000,21841000000000,21841000000000
10581,0.006200,2.8392762753e-7,0.8051193461,65.602200,736304376000000000,21838000000000,21838000000000
10582,0.006200,2.8396445531e-7,0.8051816346,65.608400,736326211000000000,21835000000000,21835000000000
10583,0.006200,2.8400128548e-7,0.8052439232,65.614600,736348044000000000,21833000000000,21833000000000
10584,0.006200,2.8403811803e-7,0.8053062117,65.620800,736369873000000000,21829000000000,21829000000000
10585,0.006200,2.8407495298e-7,0.8053685002,65.627000,736391700000000000,21827000000000,21827000000000
10586,0.006200,2.8411179031e-7,0.8054307887,65.633200,736413524000000000,21824000000000,21824000000000
10587,0.006200,2.8414863003e-7,0.8054930772,65.639400,736435345000000000,21821000000000,21821000000000
10588,0.006200,2.8418547214e-7,0.8055553657,65.645600,736457163000000000,21818000000000,21818000000000
10589,0.006200,2.8422231664e-7,0.8056176542,65.651800,736478978000000000,21815000000000,21815000000000
10590,0.006200,2.8425916352e-7,0.8056799427,65.658000,736500791000000000,21813000000000,21813000000000
10591,0.006200,2.8429601280e-7,0.8057422312,65.664200,736522600000000000,21809000000000,21809000000000
10592,0.006200,2.8433286446e-7,0.8058045197,65.670400,736544407000000000,21807000000000,21807000000000
10593,0.006200,2.8436971851e-7,0.8058668083,65.676600,736566211000000000,21804000000000,21804000000000
10594,0.006200,2.8440657495e-7,0.8059290968,65.682800,736588012000000000,21801000000000,21801000000000
10595,0.006200,2.8444343378e-7,0.8059913853,65.689000,736609811000000000,21799000000000,21799000000000
10596,0.006200,2.8448029499e-7,0.8060536738,65.695200,736631606000000000,21795000000000,21795000000000
10597,0.006200,2.8451715860e-7,0.8061159623,65.701400,736653399000000000,21793000000000,21793000000000
10598,0.006200,2.8455402459e-7,0.8061782508,65.707600,736675189000000000,21790000000000,21790000000000
10599,0.006200,2.8459089297e-7,0.8062405393,65.713800,736696976000000000,21787000000000,21787000000000
10600,0.006200,2.8462776374e-7,0.8063028278,65.720000,736718760000000000,21784000000000,21784000000000
10601,0.006200,2.8466463689e-7,0.8063651163,65.726200,736740542000000000,21782000000000,21782000000000
10602,0.006200,2.8470151244e-7,0.8064274048,65.732400,736762320000000000,21778000000000,21778000000000
10603,0.006200,2.8473839037e-7,0.8064896934,65.738600,736784096000000000,21776000000000,21776000000000
10604,0.006200,2.8477527069e-7,0.8065519819,65.744800,736805869000000000,21773000000000,21773000000000
10605,0.006200,2.8481215340e-7,0.8066142704,65.751000,736827639000000000,21770000000000,21770000000000
10606,0.006200,2.8484903850e-7,0.8066765589,65.757200,736849406000000000,21767000000000,21767000000000
10607,0.006200,2.8488592599e-7,0.8067388474,65.763400,736871171000000000,21765000000000,21765000000000
10608,0.006200,2.8492281586e-7,0.8068011359,65.769600,736892933000000000,21762000000000,21762000000000
10609,0.006200,2.8495970813e-7,0.8068634244,65.775800,736914691000000000,21758000000000,21758000000000
10610,0.006200,2.8499660278e-7,0.8069257129,65.782000,736936447000000000,21756000000000,21756000000000
10611,0.006200,2.8503349982e-7,0.8069880014,65.788200,736958201000000000,21754000000000,21754000000000
10612,0.006200,2.8507039925e-7,0.8070502899,65.794400,736979951000000000,21750000000000,21750000000000
10613,0.006200,2.8510730106e-7,0.8071125785,65.800600,737001699000000000,21748000000000,21748000000000
10614,0.006200,2.8514420527e-7,0.8071748670,65.806800,737023444000000000,21745000000000,21745000000000
10615,0.006200,2.8518111186e-7,0.8072371555,65.813000,737045185000000000,21741000000000,21741000000000
10616,0.006200,2.8521802084e-7,0.8072994440,65.819200,737066925000000000,21740000000000,21740000000000
10617,0.006200,2.8525493221e-7,0.8073617325,65.825400,737088661000000000,21736000000000,21736000000000
10618,0.006200,2.8529184597e-7,0.8074240210,65.831600,737110395000000000,21734000000000,21734000000000
10619,0.006200,2.8532876211e-7,0.8074863095,65.837800,737132125000000000,21730000000000,21730000000000
10620,0.006200,2.8536568065e-7,0.8075485980,65.844000,737153853000000000,21728000000000,21728000000000
10621,0.006200,2.8540260157e-7,0.8076108865,65.850200,737175578000000000,21725000000000,21725000000000
10622,0.006200,2.8543952488e-7,0.8076731750,65.856400,737197301000000000,21723000000000,21723000000000
10623,0.006200,2.8547645058e-7,0.8077354635,65.862600,737219020000000000,21719000000000,21719000000000
10624,0.006200,2.8551337867e-7,0.8077977521,65.868800,737240737000000000,21717000000000,21717000000000
10625,0.006200,2.8555030914e-7,0.8078600406,65.875000,737262451000000000,21714000000000,21714000000000
10626,0.006200,2.8558724201e-7,0.8079223291,65.881200,737284162000000000,21711000000000,21711000000000
10627,0.006200,2.8562417726e-7,0.8079846176,65.887400,737305870000000000,21708000000000,21708000000000
10628,0.006200,2.8566111490e-7,0.8080469061,65.893600,737327575000000000,21705000000000,21705000000000
10629,0.006200,2.8569805493e-7,0.8081091946,65.899800,737349278000000000,21703000000000,21703000000000
10630,0.006200,2.8573499734e-7,0.8081714831,65.906000,737370978000000000,21700000000000,21700000000000
10631,0.006200,2.8577194215e-7,0.8082337716,65.912200,737392675000000000,21697000000000,21697000000000
10632,0.006200,2.8580888934e-7,0.8082960601,65.918400,737414369000000000,21694000000000,21694000000000
10633,0.006200,2.8584583893e-7,0.8083583486,65.924600,737436060000000000,21691000000000,21691000000000
10634,0.006200,2.8588279090e-7,0.8084206372,65.930800,737457749000000000,21689000000000,21689000000000
10635,0.006200,2.8591974525e-7,0.8084829257,65.937000,737479435000000000,21686000000000,21686000000000
10636,0.006200,2.8595670200e-7,0.8085452142,65.943200,737501118000000000,21683000000000,21683000000000
10637,0.006200,2.8599366114e-7,0.8086075027,65.949400,737522798000000000,21680000000000,21680000000000
10638,0.006200,2.8603062266e-7,0.8086697912,65.955600,737544476000000000,21678000000000,21678000000000
10639,0.006200,2.8606758657e-7,0.8087320797,65.961800,737566150000000000,21674000000000,21674000000000
10640,0.006200,2.8610455287e-7,0.8087943682,65.968000,737587822000000000,21672000000000,21672000000000
10641,0.006200,2.8614152156e-7,0.8088566567,65.974200,737609491000000000,21669000000000,21669000000000
10642,0.006200,2.8617849263e-7,0.8089189452,65.980400,737631157000000000,21666000000000,21666000000000
10643,0.006200,2.8621546610e-7,0.8089812337,65.986600,737652821000000000,21664000000000,21664000000000
10644,0.006200,2.8625244195e-7,0.8090435223,65.992800,737674481000000000,21660000000000,21660000000000
10645,0.006200,2.8628942019e-7,0.8091058108,65.999000,737696139000000000,21658000000000,21658000000000
10646,0.006200,2.8632640082e-7,0.8091680993,66.005200,737717794000000000,21655000000000,21655000000000
10647,0.006200,2.8636338384e-7,0.8092303878,66.011400,737739446000000000,21652000000000,21652000000000
10648,0.006200,2.8640036925e-7,0.8092926763,66.017600,737761096000000000,21650000000000,21650000000000
10649,0.006200,2.8643735704e-7,0.8093549648,66.023800,737782742000000000,21646000000000,21646000000000
10650,0.006200,2.8647434722e-7,0.8094172533,66.030000,737804386000000000,21644000000000,21644000000000
10651,0.006200,2.8651133979e-7,0.8094795418,66.036200,737826027000000000,21641000000000,21641000000000
10652,0.006200,2.8654833475e-7,0.8095418303,66.042400,737847665000000000,21638000000000,21638000000000
10653,0.006200,2.8658533210e-7,0.8096041188,66.048600,737869301000000000,21636000000000,21636000000000
10654,0.006200,2.8662233184e-7,0.8096664073,66.054800,737890933000000000,21632000000000,21632000000000
10655,0.006200,2.8665933396e-7,0.8097286959,66.061000,737912563000000000,21630000000000,21630000000000
10656,0.006200,2.8669633847e-7,0.8097909844,66.067200,737934190000000000,21627000000000,21627000000000
10657,0.006200,2.8673334537e-7,0.8098532729,66.073400,737955815000000000,21625000000000,21625000000000
10658,0.006200,2.8677035466e-7,0.8099155614,66.079600,737977436000000000,21621000000000,21621000000000
10659,0.006200,2.8680736634e-7,0.8099778499,66.085800,737999055000000000,21619000000000,21619000000000
10660,0.006200,2.8684438040e-7,0.8100401384,66.092000,738020671000000000,21616000000000,21616000000000
10661,0.006200,2.8688139686e-7,0.8101024269,66.098200,738042284000000000,21613000000000,21613000000000
10662,0.006200,2.8691841570e-7,0.8101647154,66.104400,738063894000000000,21610000000000,21610000000000
10663,0.006200,2.8695543693e-7,0.8102270039,66.110600,738085502000000000,21608000000000,21608000000000
10664,0.006200,2.8699246055e-7,0.8102892924,66.116800,738107106000000000,21604000000000,21604000000000
10665,0.006200,2.8702948656e-7,0.8103515810,66.123000,738128708000000000,21602000000000,21602000000000
10666,0.006200,2.8706651495e-7,0.8104138695,66.129200,738150307000000000,21599000000000,21599000000000
10667,0.006200,2.8710354573e-7,0.8104761580,66.135400,738171904000000000,21597000000000,21597000000000
10668,0.006200,2.8714057891e-7,0.8105384465,66.141600,738193497000000000,21593000000000,21593000000000
10669,0.006200,2.8717761447e-7,0.8106007350,66.147800,738215088000000000,21591000000000,21591000000000
10670,0.006200,2.8721465241e-7,0.8106630235,66.154000,738236676000000000,21588000000000,21588000000000
10671,0.006200,2.8725169275e-7,0.8107253120,66.160200,738258262000000000,21586000000000,21586000000000
10672,0.006200,2.8728873547e-7,0.8107876005,66.166400,738279844000000000,21582000000000,21582000000000
10673,0.006200,2.8732578059e-7,0.8108498890,66.172600,738301424000000000,21580000000000,21580000000000
10674,0.006200,2.8736282809e-7,0.8109121775,66.178800,738323001000000000,21577000000000,21577000000000
10675,0.006200,2.8739987798e-7,0.8109744661,66.185000,738344575000000000,21574000000000,21574000000000
10676,0.006200,2.8743693026e-7,0.8110367546,66.191200,738366146000000000,21571000000000,21571000000000
10677,0.006200,2.8747398492e-7,0.8110990431,66.197400,738387715000000000,21569000000000,21569000000000
10678,0.006200,2.8751104198e-7,0.8111613316,66.203600,738409280000000000,21565000000000,21565000000000
10679,0.006200,2.8754810142e-7,0.8112236201,66.209800,738430843000000000,21563000000000,21563000000000
10680,0.006200,2.8758516325e-7,0.8112859086,66.216000,738452404000000000,21561000000000,21561000000000
10681,0.006200,2.8762222747e-7,0.8113481971,66.222200,738473961000000000,21557000000000,21557000000000
10682,0.006200,2.8765929408e-7,0.8114104856,66.228400,738495516000000000,21555000000000,21555000000000
10683,0.006200,2.8769636307e-7,0.8114727741,66.234600,738517068000000000,21552000000000,21552000000000
10684,0.006200,2.8773343446e-7,0.8115350626,66.240800,738538617000000000,21549000000000,21549000000000
10685,0.006200,2.8777050823e-7,0.8115973512,66.247000,738560163000000000,21546000000000,21546000000000
10686,0.006200,2.8780758439e-7,0.8116596397,66.253200,738581707000000000,21544000000000,21544000000000
10687,0.006200,2.8784466294e-7,0.8117219282,66.259400,738603247000000000,21540000000000,21540000000000
10688,0.006200,2.8788174388e-7,0.8117842167,66.265600,738624785000000000,21538000000000,21538000000000
10689,0.006200,2.8791882720e-7,0.8118465052,66.271800,738646321000000000,21536000000000,21536000000000
10690,0.006200,2.8795591292e-7,0.8119087937,66.278000,738667853000000000,21532000000000,21532000000000
10691,0.006200,2.8799300102e-7,0.8119710822,66.284200,738689383000000000,21530000000000,21530000000000
10692,0.006200,2.8803009151e-7,0.8120333707,66.290400,738710910000000000,21527000000000,21527000000000
10693,0.006200,2.8806718439e-7,0.8120956592,66.296600,738732434000000000,21524000000000,21524000000000
10694,0.006200,2.8810427965e-7,0.8121579477,66.302800,738753955000000000,21521000000000,21521000000000
10695,0.006200,2.8814137731e-7,0.8122202362,66.309000,738775474000000000,21519000000000,21519000000000
10696,0.006200,2.8817847735e-7,0.8122825248,66.315200,738796990000000000,21516000000000,21516000000000
10697,0.006200,2.8821557978e-7,0.8123448133,66.321400,738818503000000000,21513000000000,21513000000000
10698,0.006200,2.8825268460e-7,0.8124071018,66.327600,738840013000000000,21510000000000,21510000000000
10699,0.006200,2.8828979181e-7,0.8124693903,66.333800,738861521000000000,21508000000000,21508000000000
10700,0.006200,2.8832690141e-7,0.8125316788,66.340000,738883025000000000,21504000000000,21504000000000
10701,0.006200,2.8836401339e-7,0.8125939673,66.346200,738904527000000000,21502000000000,21502000000000
10702,0.006200,2.8840112777e-7,0.8126562558,66.352400,738926027000000000,21500000000000,21500000000000
10703,0.006200,2.8843824453e-7,0.8127185443,66.358600,738947523000000000,21496000000000,21496000000000
10704,0.006200,2.8847536368e-7,0.8127808328,66.364800,738969017000000000,21494000000000,21494000000000
10705,0.006200,2.8851248522e-7,0.8128431213,66.371000,738990508000000000,21491000000000,21491000000000
10706,0.006200,2.8854960914e-7,0.8129054099,66.377200,739011996000000000,21488000000000,21488000000000
10707,0.006200,2.8858673546e-7,0.8129676984,66.383400,739033481000000000,21485000000000,21485000000000
10708,0.006200,2.8862386416e-7,0.8130299869,66.389600,739054964000000000,21483000000000,21483000000000
10709,0.006200,2.8866099525e-7,0.8130922754,66.395800,739076444000000000,21480000000000,21480000000000
10710,0.006200,2.8869812873e-7,0.8131545639,66.402000,739097921000000000,21477000000000,21477000000000
10711,0.006200,2.8873526460e-7,0.8132168524,66.408200,739119395000000000,21474000000000,21474000000000
10712,0.006200,2.8877240285e-7,0.8132791409,66.414400,739140867000000000,21472000000000,21472000000000
10713,0.006200,2.8880954350e-7,0.8133414294,66.420600,739162335000000000,21468000000000,21468000000000
10714,0.006200,2.8884668653e-7,0.8134037179,66.426800,739183801000000000,21466000000000,21466000000000
10715,0.006200,2.8888383195e-7,0.8134660064,66.433000,739205265000000000,21464000000000,21464000000000
10716,0.006200,2.8892097976e-7,0.8135282950,66.439200,739226725000000000,21460000000000,21460000000000
10717,0.006200,2.8895812996e-7,0.8135905835,66.445400,739248183000000000,21458000000000,21458000000000
10718,0.006200,2.8899528254e-7,0.8136528720,66.451600,739269638000000000,21455000000000,21455000000000
10719,0.006200,2.8903243752e-7,0.8137151605,66.457800,739291090000000000,21452000000000,21452000000000
10720,0.006200,2.8906959488e-7,0.8137774490,66.464000,739312540000000000,21450000000000,21450000000000
10721,0.006200,2.8910675463e-7,0.8138397375,66.470200,739333987000000000,21447000000000,21447000000000
10722,0.006200,2.8914391677e-7,0.8139020260,66.476400,739355431000000000,21444000000000,21444000000000
10723,0.006200,2.8918108130e-7,0.8139643145,66.482600,739376872000000000,21441000000000,21441000000000
10724,0.006200,2.8921824821e-7,0.8140266030,66.488800,739398310000000000,21438000000000,21438000000000
10725,0.006200,2.8925541751e-7,0.8140888915,66.495000,739419746000000000,21436000000000,21436000000000
10726,0.006200,2.8929258921e-7,0.8141511801,66.501200,739441179000000000,21433000000000,21433000000000
10727,0.006200,2.8932976329e-7,0.8142134686,66.507400,739462609000000000,21430000000000,21430000000000
10728,0.006200,2.8936693975e-7,0.8142757571,66.513600,739484037000000000,21428000000000,21428000000000
10729,0.006200,2.8940411861e-7,0.8143380456,66.519800,739505461000000000,21424000000000,21424000000000
10730,0.006200,2.8944129986e-7,0.8144003341,66.526000,739526883000000000,21422000000000,21422000000000
10731,0.006200,2.8947848349e-7,0.8144626226,66.532200,739548303000000000,21420000000000,21420000000000
10732,0.006200,2.8951566951e-7,0.8145249111,66.538400,739569719000000000,21416000000000,21416000000000
10733,0.006200,2.8955285792e-7,0.8145871996,66.544600,739591133000000000,21414000000000,21414000000000
10734,0.006200,2.8959004872e-7,0.8146494881,66.550800,739612544000000000,21411000000000,21411000000000
10735,0.006200,2.8962724191e-7,0.8147117766,66.557000,739633952000000000,21408000000000,21408000000000
10736,0.006200,2.8966443748e-7,0.8147740651,66.563200,739655357000000000,21405000000000,21405000000000
10737,0.006200,2.8970163544e-7,0.8148363537,66.569400,739676760000000000,21403000000000,21403000000000
10738,0.006200,2.8973883579e-7,0.8148986422,66.575600,739698160000000000,21400000000000,21400000000000
10739,0.006200,2.8977603853e-7,0.8149609307,66.581800,739719557000000000,21397000000000,21397000000000
10740,0.006200,2.8981324366e-7,0.8150232192,66.588000,739740952000000000,21395000000000,21395000000000
10741,0.006200,2.8985045118e-7,0.8150855077,66.594200,739762343000000000,21391000000000,21391000000000
10742,0.006200,2.8988766108e-7,0.8151477962,66.600400,739783732000000000,21389000000000,21389000000000
10743,0.006200,2.8992487337e-7,0.8152100847,66.606600,739805119000000000,21387000000000,21387000000000
10744,0.006200,2.8996208806e-7,0.8152723732,66.612800,739826502000000000,21383000000000,21383000000000
10745,0.006200,2.8999930512e-7,0.8153346617,66.619000,739847883000000000,21381000000000,21381000000000
10746,0.006200,2.9003652458e-7,0.8153969502,66.625200,739869261000000000,21378000000000,21378000000000
10747,0.006200,2.9007374643e-7,0.8154592388,66.631400,739890636000000000,21375000000000,21375000000000
10748,0.006200,2.9011097066e-7,0.8155215273,66.637600,739912008000000000,21372000000000,21372000000000
10749,0.006200,2.9014819728e-7,0.8155838158,66.643800,739933378000000000,21370000000000,21370000000000
10750,0.006200,2.9018542629e-7,0.8156461043,66.650000,739954745000000000,21367000000000,21367000000000
10751,0.006200,2.9022265769e-7,0.8157083928,66.656200,739976110000000000,21365000000000,21365000000000
10752,0.006200,2.9025989148e-7,0.8157706813,66.662400,739997471000000000,21361000000000,21361000000000
10753,0.006200,2.9029712766e-7,0.8158329698,66.668600,740018830000000000,21359000000000,21359000000000
10754,0.006200,2.9033436622e-7,0.8158952583,66.674800,740040186000000000,21356000000000,21356000000000
10755,0.006200,2.9037160717e-7,0.8159575468,66.681000,740061539000000000,21353000000000,21353000000000
10756,0.006200,2.9040885051e-7,0.8160198353,66.687200,740082890000000000,21351000000000,21351000000000
10757,0.006200,2.9044609624e-7,0.8160821239,66.693400,740104238000000000,21348000000000,21348000000000
10758,0.006200,2.9048334436e-7,0.8161444124,66.699600,740125583000000000,21345000000000,21345000000000
10759,0.006200,2.9052059486e-7,0.8162067009,66.705800,740146925000000000,21342000000000,21342000000000
10760,0.006200,2.9055784776e-7,0.8162689894,66.712000,740168265000000000,21340000000000,21340000000000
10761,0.006200,2.9059510304e-7,0.8163312779,66.718200,740189602000000000,21337000000000,21337000000000
10762,0.006200,2.9063236071e-7,0.8163935664,66.724400,740210936000000000,21334000000000,21334000000000
